SignalType,Xsections,N_orig,Group,CustomJson,EOSDirectory
###DYJetsToLL_M-50_HT-800to1200_,0.775392,2668730,ZJetsHTBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###DYJetsToLL_M-50_HT-1200to2500_,0.186222,596079,ZJetsHTBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###DYJetsToLL_M-50_HT-2500toInf_,0.00438495,399492,ZJetsHTBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###
###TTJets_TuneCUETP8M2T4_13TeV-amcatnloFXFX-pythia8,831.76,15033980,TTBar_amcnlo,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###TTJets_DiLept,89.05,30682233,TTBarDBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###TTJets_SingleLeptFromT_,183.46,53057043,TTBarDBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###TTJets_SingleLeptFromTbar_,183.46,60494823,TTBarDBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###TTJets_TuneCUETP8M1_13TeV-amcatnloFXFX,831.76,12434386,TTBar_amcnlo,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###
###WJetsToLNu_TuneCUETP8M1_13TeV-amcatnloFXFX-pythia8,61526.7,16497028,WJetsIncAmcNlo,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###WJetsToLNu_Wpt-0To50_,57297.3926,14094979381568,WJetsPtBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###WJetsToLNu_Wpt-50To100_,3298.3733,515759116232,WJetsPtBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###WJetsToLNu_Pt-100To250_,689.7496,178983311284,WJetsPtBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###WJetsToLNu_Pt-250To400_,24.5069,617769209,WJetsPtBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
###WJetsToLNu_Pt-400To600_,3.110131,11184917,WJetsPtBin,0,/store/group/phys_higgs/HiggsExo/HH_bbZZ_bbllqq/stockNano/04March2020/vinguyen
